date,totalshareholderequity,debttoequityratio,grossprofit,revenue,totalliabilities,eps,cashonhand,NOI,assets,ebitda,netincome,cap_rate,v1,longtermdebt,cpi
2018-06-25,3.891,6.930,1.147,1.386,26.967,1.788,0.687,0.726,30.856,1.065,0.553,0.024,53.040,23.516,1.626
2018-06-26,3.888,6.934,1.147,1.386,26.966,1.784,0.693,0.726,30.854,1.065,0.552,0.024,53.330,23.514,1.626
2018-06-27,3.886,6.938,1.148,1.385,26.966,1.781,0.698,0.727,30.851,1.066,0.550,0.024,52.870,23.512,1.625
2018-06-28,3.884,6.942,1.148,1.385,26.966,1.777,0.703,0.727,30.848,1.066,0.549,0.024,52.960,23.509,1.625
2018-06-29,3.881,6.946,1.148,1.385,26.965,1.774,0.709,0.728,30.846,1.067,0.548,0.024,52.650,23.507,1.625
2018-06-30,3.879,6.950,1.148,1.385,26.965,1.770,0.714,0.728,30.843,1.067,0.547,0.024,52.565,23.505,1.625
2018-07-02,3.879,6.950,1.148,1.385,26.968,1.770,0.714,0.728,30.847,1.067,0.547,0.024,52.480,23.508,1.625
2018-07-03,3.880,6.951,1.148,1.386,26.972,1.771,0.713,0.728,30.850,1.067,0.547,0.024,52.940,23.510,1.625
2018-07-05,3.880,6.951,1.148,1.386,26.975,1.771,0.713,0.728,30.854,1.067,0.547,0.024,53.350,23.513,1.625
2018-07-06,3.880,6.951,1.148,1.386,26.979,1.772,0.713,0.728,30.858,1.066,0.548,0.024,53.500,23.516,1.625
2018-07-09,3.880,6.952,1.148,1.386,26.982,1.772,0.713,0.728,30.862,1.066,0.548,0.024,53.240,23.519,1.624
2018-07-10,3.881,6.952,1.147,1.387,26.985,1.773,0.712,0.728,30.865,1.066,0.548,0.024,53.460,23.521,1.624
2018-07-11,3.881,6.952,1.147,1.387,26.989,1.773,0.712,0.727,30.869,1.066,0.548,0.024,52.930,23.524,1.624
2018-07-12,3.881,6.953,1.147,1.387,26.992,1.774,0.712,0.727,30.873,1.066,0.548,0.024,53.090,23.527,1.624
2018-07-13,3.882,6.953,1.147,1.388,26.996,1.774,0.711,0.727,30.876,1.066,0.548,0.024,53.100,23.529,1.624
2018-07-16,3.882,6.953,1.147,1.388,26.999,1.775,0.711,0.727,30.880,1.066,0.548,0.024,52.780,23.532,1.624
2018-07-17,3.882,6.953,1.147,1.388,27.002,1.775,0.711,0.727,30.884,1.065,0.549,0.024,52.730,23.535,1.624
2018-07-18,3.883,6.954,1.147,1.389,27.006,1.776,0.711,0.727,30.887,1.065,0.549,0.024,52.800,23.537,1.623
2018-07-19,3.883,6.954,1.147,1.389,27.009,1.776,0.710,0.727,30.891,1.065,0.549,0.024,53.800,23.540,1.623
2018-07-20,3.883,6.954,1.147,1.389,27.012,1.777,0.710,0.727,30.895,1.065,0.549,0.024,52.730,23.543,1.623
2018-07-23,3.883,6.955,1.147,1.389,27.016,1.777,0.710,0.727,30.899,1.065,0.549,0.024,52.700,23.546,1.623
2018-07-24,3.884,6.955,1.146,1.390,27.019,1.778,0.710,0.727,30.902,1.065,0.549,0.024,52.520,23.548,1.623
2018-07-25,3.884,6.955,1.146,1.390,27.023,1.778,0.709,0.727,30.906,1.065,0.549,0.024,52.930,23.551,1.623
2018-07-26,3.884,6.956,1.146,1.390,27.026,1.778,0.709,0.727,30.910,1.064,0.550,0.024,52.860,23.554,1.623
2018-07-27,3.885,6.956,1.146,1.391,27.029,1.779,0.709,0.727,30.913,1.064,0.550,0.024,52.140,23.556,1.622
2018-07-30,3.885,6.956,1.146,1.391,27.033,1.779,0.708,0.726,30.917,1.064,0.550,0.023,53.160,23.559,1.622
2018-07-31,3.885,6.957,1.146,1.391,27.036,1.780,0.708,0.726,30.921,1.064,0.550,0.023,54.500,23.562,1.622
2018-08-01,3.886,6.957,1.146,1.392,27.040,1.780,0.708,0.726,30.924,1.064,0.550,0.023,54.980,23.564,1.622
2018-08-02,3.886,6.957,1.146,1.392,27.043,1.781,0.708,0.726,30.928,1.064,0.550,0.023,54.520,23.567,1.623
2018-08-03,3.886,6.958,1.146,1.392,27.046,1.781,0.707,0.726,30.932,1.064,0.550,0.023,55.140,23.570,1.624
2018-08-06,3.886,6.958,1.146,1.392,27.050,1.782,0.707,0.726,30.936,1.063,0.551,0.023,54.770,23.573,1.625
2018-08-07,3.887,6.958,1.146,1.393,27.053,1.782,0.707,0.726,30.939,1.063,0.551,0.023,54.580,23.575,1.626
2018-08-08,3.887,6.958,1.145,1.393,27.057,1.783,0.706,0.726,30.943,1.063,0.551,0.023,54.520,23.578,1.626
2018-08-09,3.887,6.959,1.145,1.393,27.060,1.783,0.706,0.726,30.947,1.063,0.551,0.023,54.650,23.581,1.627
2018-08-10,3.888,6.959,1.145,1.394,27.063,1.784,0.706,0.726,30.950,1.063,0.551,0.023,53.930,23.583,1.628
2018-08-13,3.888,6.959,1.145,1.394,27.067,1.784,0.706,0.726,30.954,1.063,0.551,0.023,54.060,23.586,1.629
2018-08-14,3.888,6.960,1.145,1.394,27.070,1.785,0.705,0.726,30.958,1.063,0.551,0.023,54.310,23.589,1.630
2018-08-15,3.888,6.960,1.145,1.394,27.074,1.785,0.705,0.726,30.962,1.062,0.552,0.023,54.790,23.592,1.631
2018-08-16,3.889,6.960,1.145,1.395,27.077,1.785,0.705,0.725,30.965,1.062,0.552,0.023,54.680,23.594,1.632
2018-08-17,3.889,6.961,1.145,1.395,27.080,1.786,0.704,0.725,30.969,1.062,0.552,0.023,55.200,23.597,1.633
2018-08-20,3.889,6.961,1.145,1.395,27.084,1.786,0.704,0.725,30.973,1.062,0.552,0.023,56.100,23.600,1.633
2018-08-21,3.890,6.961,1.145,1.396,27.087,1.787,0.704,0.725,30.976,1.062,0.552,0.023,55.740,23.602,1.634
2018-08-22,3.890,6.962,1.145,1.396,27.090,1.787,0.704,0.725,30.980,1.062,0.552,0.023,55.480,23.605,1.635
2018-08-23,3.890,6.962,1.144,1.396,27.094,1.788,0.703,0.725,30.984,1.062,0.552,0.023,55.810,23.608,1.636
2018-08-24,3.891,6.962,1.144,1.397,27.097,1.788,0.703,0.725,30.987,1.062,0.552,0.023,55.960,23.610,1.637
2018-08-27,3.891,6.962,1.144,1.397,27.101,1.789,0.703,0.725,30.991,1.061,0.553,0.023,55.690,23.613,1.638
2018-08-28,3.891,6.963,1.144,1.397,27.104,1.789,0.702,0.725,30.995,1.061,0.553,0.023,56.430,23.616,1.639
2018-08-29,3.891,6.963,1.144,1.397,27.107,1.790,0.702,0.725,30.999,1.061,0.553,0.023,56.160,23.619,1.640
2018-08-30,3.892,6.963,1.144,1.398,27.111,1.790,0.702,0.725,31.002,1.061,0.553,0.023,56.120,23.621,1.641
2018-08-31,3.892,6.964,1.144,1.398,27.114,1.791,0.702,0.725,31.006,1.061,0.553,0.023,56.610,23.624,1.641
2018-09-04,3.892,6.964,1.144,1.398,27.118,1.791,0.701,0.724,31.010,1.061,0.553,0.023,56.240,23.627,1.642
2018-09-05,3.893,6.964,1.144,1.399,27.121,1.792,0.701,0.724,31.013,1.061,0.553,0.023,56.420,23.629,1.643
2018-09-06,3.893,6.965,1.144,1.399,27.124,1.792,0.701,0.724,31.017,1.060,0.554,0.023,57.070,23.632,1.644
2018-09-07,3.893,6.965,1.144,1.399,27.128,1.792,0.700,0.724,31.021,1.060,0.554,0.023,56.200,23.635,1.645
2018-09-10,3.894,6.965,1.143,1.400,27.131,1.793,0.700,0.724,31.024,1.060,0.554,0.023,56.320,23.637,1.646
2018-09-11,3.894,6.966,1.143,1.400,27.135,1.793,0.700,0.724,31.028,1.060,0.554,0.023,57.000,23.640,1.647
2018-09-12,3.894,6.966,1.143,1.400,27.138,1.794,0.700,0.724,31.032,1.060,0.554,0.023,57.200,23.643,1.648
2018-09-13,3.894,6.966,1.143,1.400,27.141,1.794,0.699,0.724,31.036,1.060,0.554,0.023,57.290,23.646,1.649
2018-09-14,3.895,6.967,1.143,1.401,27.145,1.795,0.699,0.724,31.039,1.060,0.554,0.023,56.450,23.648,1.649
2018-09-17,3.895,6.967,1.143,1.401,27.148,1.795,0.699,0.724,31.043,1.059,0.555,0.023,56.740,23.651,1.650
2018-09-18,3.895,6.967,1.143,1.401,27.151,1.796,0.699,0.724,31.047,1.059,0.555,0.023,56.110,23.654,1.651
2018-09-19,3.896,6.967,1.143,1.402,27.155,1.796,0.698,0.724,31.050,1.059,0.555,0.023,55.610,23.656,1.652
2018-09-20,3.896,6.968,1.143,1.402,27.158,1.797,0.698,0.724,31.054,1.059,0.555,0.023,55.710,23.659,1.653
2018-09-21,3.896,6.968,1.143,1.402,27.162,1.797,0.698,0.723,31.058,1.059,0.555,0.023,55.820,23.662,1.654
2018-09-24,3.897,6.968,1.142,1.403,27.165,1.798,0.697,0.723,31.061,1.059,0.555,0.023,54.640,23.664,1.655
2018-09-25,3.897,6.969,1.142,1.403,27.168,1.798,0.697,0.723,31.065,1.059,0.555,0.023,54.740,23.667,1.656
2018-09-26,3.897,6.969,1.142,1.403,27.172,1.799,0.697,0.723,31.069,1.058,0.556,0.023,54.220,23.670,1.656
2018-09-27,3.897,6.969,1.142,1.403,27.175,1.799,0.697,0.723,31.073,1.058,0.556,0.023,54.270,23.673,1.657
2018-09-28,3.898,6.970,1.142,1.404,27.179,1.800,0.696,0.723,31.076,1.058,0.556,0.023,54.670,23.675,1.658
2018-09-30,3.898,6.970,1.142,1.404,27.182,1.800,0.696,0.723,31.080,1.058,0.556,0.023,54.680,23.678,1.659
2018-10-01,3.896,6.972,1.143,1.405,27.177,1.808,0.693,0.724,31.074,1.059,0.558,0.023,54.690,23.672,1.660
2018-10-02,3.895,6.973,1.144,1.406,27.173,1.816,0.690,0.725,31.067,1.060,0.561,0.023,54.510,23.666,1.657
2018-10-03,3.893,6.975,1.145,1.407,27.168,1.824,0.687,0.725,31.061,1.061,0.563,0.023,53.600,23.660,1.654
2018-10-04,3.892,6.977,1.146,1.408,27.163,1.832,0.684,0.726,31.055,1.062,0.566,0.023,52.350,23.654,1.652
2018-10-05,3.890,6.979,1.147,1.409,27.159,1.840,0.682,0.727,31.049,1.062,0.568,0.023,53.030,23.648,1.649
2018-10-08,3.888,6.980,1.148,1.410,27.154,1.848,0.679,0.728,31.042,1.063,0.571,0.023,54.160,23.643,1.646
2018-10-09,3.887,6.982,1.149,1.410,27.149,1.856,0.676,0.729,31.036,1.064,0.573,0.023,54.220,23.637,1.643
2018-10-10,3.885,6.984,1.150,1.411,27.145,1.863,0.673,0.729,31.030,1.065,0.576,0.024,53.450,23.631,1.641
2018-10-11,3.884,6.986,1.151,1.412,27.140,1.871,0.670,0.730,31.024,1.066,0.578,0.024,52.760,23.625,1.638
2018-10-12,3.882,6.987,1.152,1.413,27.135,1.879,0.667,0.731,31.017,1.067,0.581,0.024,53.000,23.619,1.635
2018-10-15,3.880,6.989,1.154,1.414,27.131,1.887,0.664,0.732,31.011,1.068,0.583,0.024,52.950,23.613,1.632
2018-10-16,3.879,6.991,1.155,1.415,27.126,1.895,0.661,0.733,31.005,1.069,0.586,0.024,53.900,23.607,1.629
2018-10-17,3.877,6.993,1.156,1.416,27.122,1.903,0.658,0.734,30.999,1.070,0.588,0.024,53.490,23.601,1.627
2018-10-18,3.876,6.994,1.157,1.417,27.117,1.911,0.656,0.734,30.992,1.070,0.591,0.024,53.600,23.595,1.624
2018-10-19,3.874,6.996,1.158,1.418,27.112,1.919,0.653,0.735,30.986,1.071,0.593,0.024,54.110,23.589,1.621
2018-10-22,3.872,6.998,1.159,1.419,27.108,1.927,0.650,0.736,30.980,1.072,0.596,0.024,53.220,23.584,1.618
2018-10-23,3.871,7.000,1.160,1.420,27.103,1.935,0.647,0.737,30.974,1.073,0.598,0.024,53.470,23.578,1.615
2018-10-24,3.869,7.001,1.161,1.421,27.098,1.943,0.644,0.738,30.967,1.074,0.601,0.024,53.880,23.572,1.613
2018-10-25,3.868,7.003,1.162,1.421,27.094,1.951,0.641,0.738,30.961,1.075,0.603,0.024,55.990,23.566,1.610
2018-10-26,3.866,7.005,1.163,1.422,27.089,1.959,0.638,0.739,30.955,1.076,0.606,0.024,55.660,23.560,1.607
2018-10-29,3.864,7.007,1.164,1.423,27.084,1.967,0.635,0.740,30.949,1.077,0.608,0.024,56.000,23.554,1.604
2018-10-30,3.863,7.008,1.165,1.424,27.080,1.975,0.632,0.741,30.942,1.078,0.611,0.024,58.130,23.548,1.602
2018-10-31,3.861,7.010,1.166,1.425,27.075,1.983,0.630,0.742,30.936,1.078,0.613,0.024,56.820,23.542,1.599
2018-11-01,3.860,7.012,1.167,1.426,27.070,1.990,0.627,0.742,30.930,1.079,0.616,0.024,56.240,23.536,1.596
2018-11-02,3.858,7.014,1.168,1.427,27.066,1.998,0.624,0.743,30.924,1.080,0.618,0.024,55.860,23.530,1.595
2018-11-05,3.856,7.015,1.169,1.428,27.061,2.006,0.621,0.744,30.917,1.081,0.621,0.024,56.710,23.524,1.595
2018-11-06,3.855,7.017,1.170,1.429,27.056,2.014,0.618,0.745,30.911,1.082,0.623,0.024,56.860,23.519,1.594
2018-11-07,3.853,7.019,1.171,1.430,27.052,2.022,0.615,0.746,30.905,1.083,0.626,0.024,57.980,23.513,1.593
2018-11-08,3.852,7.021,1.172,1.431,27.047,2.030,0.612,0.746,30.899,1.084,0.628,0.024,57.990,23.507,1.593
2018-11-09,3.850,7.022,1.173,1.432,27.042,2.038,0.609,0.747,30.892,1.085,0.631,0.024,58.420,23.501,1.592
2018-11-12,3.848,7.024,1.174,1.433,27.038,2.046,0.606,0.748,30.886,1.086,0.633,0.024,58.190,23.495,1.592
2018-11-13,3.847,7.026,1.176,1.433,27.033,2.054,0.604,0.749,30.880,1.086,0.636,0.024,58.480,23.489,1.591
2018-11-14,3.845,7.028,1.177,1.434,27.029,2.062,0.601,0.750,30.874,1.087,0.638,0.024,58.020,23.483,1.590
2018-11-15,3.843,7.029,1.178,1.435,27.024,2.070,0.598,0.751,30.867,1.088,0.641,0.024,56.480,23.477,1.590
2018-11-16,3.842,7.031,1.179,1.436,27.019,2.078,0.595,0.751,30.861,1.089,0.643,0.024,57.300,23.471,1.589
2018-11-19,3.840,7.033,1.180,1.437,27.015,2.086,0.592,0.752,30.855,1.090,0.646,0.024,57.840,23.465,1.588
2018-11-20,3.839,7.035,1.181,1.438,27.010,2.094,0.589,0.753,30.849,1.091,0.648,0.024,56.710,23.460,1.588
2018-11-21,3.837,7.036,1.182,1.439,27.005,2.102,0.586,0.754,30.842,1.092,0.651,0.024,56.670,23.454,1.587
2018-11-23,3.835,7.038,1.183,1.440,27.001,2.110,0.583,0.755,30.836,1.093,0.653,0.024,56.490,23.448,1.586
2018-11-26,3.834,7.040,1.184,1.441,26.996,2.117,0.580,0.755,30.830,1.094,0.656,0.025,55.960,23.442,1.586
2018-11-27,3.832,7.042,1.185,1.442,26.991,2.125,0.578,0.756,30.824,1.094,0.658,0.025,56.270,23.436,1.585
2018-11-28,3.831,7.043,1.186,1.443,26.987,2.133,0.575,0.757,30.817,1.095,0.661,0.025,57.060,23.430,1.584
2018-11-29,3.829,7.045,1.187,1.444,26.982,2.141,0.572,0.758,30.811,1.096,0.663,0.025,57.160,23.424,1.584
2018-11-30,3.827,7.047,1.188,1.445,26.977,2.149,0.569,0.759,30.805,1.097,0.666,0.025,57.490,23.418,1.583
2018-12-03,3.826,7.049,1.189,1.445,26.973,2.157,0.566,0.759,30.799,1.098,0.668,0.025,57.880,23.412,1.583
2018-12-04,3.824,7.050,1.190,1.446,26.968,2.165,0.563,0.760,30.792,1.099,0.671,0.025,57.290,23.406,1.582
2018-12-06,3.823,7.052,1.191,1.447,26.963,2.173,0.560,0.761,30.786,1.100,0.673,0.025,59.010,23.400,1.581
2018-12-07,3.821,7.054,1.192,1.448,26.959,2.181,0.557,0.762,30.780,1.101,0.676,0.025,58.340,23.395,1.581
2018-12-10,3.819,7.056,1.193,1.449,26.954,2.189,0.554,0.763,30.774,1.102,0.678,0.025,57.620,23.389,1.580
2018-12-11,3.818,7.057,1.194,1.450,26.949,2.197,0.552,0.763,30.767,1.102,0.681,0.025,58.040,23.383,1.579
2018-12-12,3.816,7.059,1.195,1.451,26.945,2.205,0.549,0.764,30.761,1.103,0.683,0.025,56.510,23.377,1.579
2018-12-13,3.815,7.061,1.196,1.452,26.940,2.213,0.546,0.765,30.755,1.104,0.686,0.025,56.990,23.371,1.578
2018-12-14,3.813,7.063,1.198,1.453,26.936,2.221,0.543,0.766,30.749,1.105,0.688,0.025,56.560,23.365,1.577
2018-12-17,3.811,7.064,1.199,1.454,26.931,2.229,0.540,0.767,30.742,1.106,0.691,0.025,54.180,23.359,1.577
2018-12-18,3.810,7.066,1.200,1.455,26.926,2.237,0.537,0.768,30.736,1.107,0.693,0.025,54.180,23.353,1.576
2018-12-19,3.808,7.068,1.201,1.456,26.922,2.244,0.534,0.768,30.730,1.108,0.696,0.025,53.240,23.347,1.576
2018-12-20,3.807,7.070,1.202,1.456,26.917,2.252,0.531,0.769,30.724,1.109,0.698,0.025,52.040,23.341,1.575
2018-12-21,3.805,7.071,1.203,1.457,26.912,2.260,0.528,0.770,30.717,1.110,0.701,0.025,51.050,23.336,1.574
2018-12-24,3.803,7.073,1.204,1.458,26.908,2.268,0.526,0.771,30.711,1.110,0.703,0.025,49.740,23.330,1.574
2018-12-26,3.802,7.075,1.205,1.459,26.903,2.276,0.523,0.772,30.705,1.111,0.706,0.025,51.600,23.324,1.573
2018-12-27,3.800,7.077,1.206,1.460,26.898,2.284,0.520,0.772,30.699,1.112,0.708,0.025,51.810,23.318,1.572
2018-12-28,3.799,7.078,1.207,1.461,26.894,2.292,0.517,0.773,30.692,1.113,0.711,0.025,52.050,23.312,1.572
2018-12-31,3.797,7.080,1.208,1.462,26.889,2.300,0.514,0.774,30.686,1.114,0.713,0.025,52.010,23.306,1.571
2019-01-02,3.795,7.084,1.208,1.462,26.893,2.292,0.513,0.774,30.689,1.114,0.710,0.025,50.980,23.304,1.570
2019-01-03,3.794,7.088,1.208,1.462,26.897,2.283,0.512,0.773,30.691,1.113,0.708,0.025,50.940,23.302,1.570
2019-01-04,3.792,7.093,1.208,1.462,26.901,2.275,0.510,0.773,30.694,1.113,0.705,0.025,51.720,23.300,1.569
2019-01-07,3.791,7.097,1.207,1.461,26.905,2.266,0.509,0.772,30.696,1.112,0.702,0.025,52.260,23.298,1.569
2019-01-08,3.789,7.101,1.207,1.461,26.909,2.258,0.508,0.772,30.699,1.112,0.700,0.025,53.510,23.296,1.568
2019-01-09,3.788,7.105,1.207,1.461,26.913,2.250,0.507,0.771,30.701,1.111,0.697,0.025,53.580,23.294,1.567
2019-01-10,3.786,7.109,1.207,1.461,26.918,2.241,0.505,0.771,30.704,1.111,0.694,0.025,53.560,23.292,1.567
2019-01-11,3.784,7.114,1.207,1.461,26.922,2.233,0.504,0.770,30.706,1.110,0.692,0.025,53.250,23.291,1.566
2019-01-14,3.783,7.118,1.207,1.461,26.926,2.225,0.503,0.770,30.709,1.110,0.689,0.025,52.750,23.289,1.565
2019-01-15,3.781,7.122,1.206,1.461,26.930,2.216,0.502,0.769,30.711,1.109,0.686,0.025,52.910,23.287,1.565
2019-01-16,3.780,7.126,1.206,1.460,26.934,2.208,0.500,0.769,30.714,1.109,0.684,0.025,53.420,23.285,1.564
2019-01-17,3.778,7.130,1.206,1.460,26.938,2.199,0.499,0.768,30.716,1.108,0.681,0.025,53.540,23.283,1.563
2019-01-18,3.777,7.135,1.206,1.460,26.942,2.191,0.498,0.768,30.719,1.108,0.678,0.025,53.750,23.281,1.563
2019-01-22,3.775,7.139,1.206,1.460,26.946,2.183,0.497,0.767,30.721,1.107,0.676,0.025,53.530,23.279,1.562
2019-01-23,3.774,7.143,1.206,1.460,26.950,2.174,0.495,0.767,30.724,1.107,0.673,0.025,53.810,23.277,1.561
2019-01-24,3.772,7.147,1.205,1.460,26.954,2.166,0.494,0.767,30.726,1.107,0.670,0.025,54.150,23.275,1.561
2019-01-25,3.770,7.151,1.205,1.460,26.958,2.157,0.493,0.766,30.729,1.106,0.668,0.025,54.720,23.273,1.560
2019-01-28,3.769,7.155,1.205,1.459,26.962,2.149,0.492,0.766,30.731,1.106,0.665,0.025,55.150,23.271,1.560
2019-01-29,3.767,7.160,1.205,1.459,26.967,2.141,0.490,0.765,30.734,1.105,0.662,0.025,55.370,23.269,1.559
2019-01-30,3.766,7.164,1.205,1.459,26.971,2.132,0.489,0.765,30.736,1.105,0.660,0.025,56.000,23.267,1.558
2019-01-31,3.764,7.168,1.205,1.459,26.975,2.124,0.488,0.764,30.739,1.104,0.657,0.025,56.270,23.265,1.558
2019-02-01,3.763,7.172,1.204,1.459,26.979,2.115,0.487,0.764,30.741,1.104,0.654,0.025,55.370,23.263,1.557
2019-02-04,3.761,7.176,1.204,1.459,26.983,2.107,0.485,0.763,30.744,1.103,0.652,0.025,56.190,23.261,1.556
2019-02-05,3.759,7.181,1.204,1.459,26.987,2.099,0.484,0.763,30.746,1.103,0.649,0.025,56.850,23.260,1.556
2019-02-06,3.758,7.185,1.204,1.458,26.991,2.090,0.483,0.762,30.749,1.102,0.646,0.025,56.810,23.258,1.555
2019-02-07,3.756,7.189,1.204,1.458,26.995,2.082,0.482,0.762,30.751,1.102,0.644,0.025,57.420,23.256,1.554
2019-02-08,3.755,7.193,1.204,1.458,26.999,2.074,0.480,0.761,30.754,1.101,0.641,0.025,56.880,23.254,1.554
2019-02-11,3.753,7.197,1.203,1.458,27.003,2.065,0.479,0.761,30.756,1.101,0.638,0.025,57.250,23.252,1.553
2019-02-12,3.752,7.202,1.203,1.458,27.007,2.057,0.478,0.760,30.759,1.100,0.636,0.025,57.040,23.250,1.552
2019-02-13,3.750,7.206,1.203,1.458,27.011,2.048,0.477,0.760,30.761,1.100,0.633,0.025,56.850,23.248,1.552
2019-02-14,3.748,7.210,1.203,1.458,27.016,2.040,0.476,0.760,30.764,1.100,0.631,0.025,56.780,23.246,1.551
2019-02-15,3.747,7.214,1.203,1.457,27.020,2.032,0.474,0.759,30.767,1.099,0.628,0.025,56.650,23.244,1.550
2019-02-19,3.745,7.218,1.203,1.457,27.024,2.023,0.473,0.759,30.769,1.099,0.625,0.025,56.310,23.242,1.549
2019-02-20,3.744,7.223,1.203,1.457,27.028,2.015,0.472,0.758,30.772,1.098,0.623,0.025,55.380,23.240,1.549
2019-02-21,3.742,7.227,1.202,1.457,27.032,2.006,0.471,0.758,30.774,1.098,0.620,0.025,56.280,23.238,1.548
2019-02-22,3.741,7.231,1.202,1.457,27.036,1.998,0.469,0.757,30.777,1.097,0.617,0.025,56.740,23.236,1.547
2019-02-25,3.739,7.235,1.202,1.457,27.040,1.990,0.468,0.757,30.779,1.097,0.615,0.025,56.640,23.234,1.547
2019-02-26,3.738,7.239,1.202,1.456,27.044,1.981,0.467,0.756,30.782,1.096,0.612,0.025,56.630,23.232,1.546
2019-02-27,3.736,7.244,1.202,1.456,27.048,1.973,0.466,0.756,30.784,1.096,0.609,0.025,56.000,23.231,1.545
2019-02-28,3.734,7.248,1.202,1.456,27.052,1.965,0.464,0.755,30.787,1.095,0.607,0.025,55.970,23.229,1.545
2019-03-01,3.733,7.252,1.201,1.456,27.056,1.956,0.463,0.755,30.789,1.095,0.604,0.025,54.250,23.227,1.544
2019-03-04,3.731,7.256,1.201,1.456,27.060,1.948,0.462,0.754,30.792,1.094,0.601,0.024,54.170,23.225,1.540
2019-03-05,3.730,7.260,1.201,1.456,27.064,1.939,0.461,0.754,30.794,1.094,0.599,0.024,54.500,23.223,1.537
2019-03-06,3.728,7.265,1.201,1.456,27.069,1.931,0.459,0.753,30.797,1.093,0.596,0.024,54.500,23.221,1.533
2019-03-07,3.727,7.269,1.201,1.455,27.073,1.923,0.458,0.753,30.799,1.093,0.593,0.024,54.190,23.219,1.529
2019-03-08,3.725,7.273,1.201,1.455,27.077,1.914,0.457,0.752,30.802,1.092,0.591,0.024,53.830,23.217,1.526
2019-03-11,3.723,7.277,1.200,1.455,27.081,1.906,0.456,0.752,30.804,1.092,0.588,0.024,54.340,23.215,1.522
2019-03-12,3.722,7.281,1.200,1.455,27.085,1.897,0.454,0.752,30.807,1.092,0.585,0.024,54.970,23.213,1.518
2019-03-13,3.720,7.285,1.200,1.455,27.089,1.889,0.453,0.751,30.809,1.091,0.583,0.024,55.040,23.211,1.515
2019-03-14,3.719,7.290,1.200,1.455,27.093,1.881,0.452,0.751,30.812,1.091,0.580,0.024,55.550,23.209,1.511
2019-03-15,3.717,7.294,1.200,1.455,27.097,1.872,0.451,0.750,30.814,1.090,0.577,0.024,54.410,23.207,1.507
2019-03-18,3.716,7.298,1.200,1.454,27.101,1.864,0.449,0.750,30.817,1.090,0.575,0.024,53.860,23.205,1.504
2019-03-19,3.714,7.302,1.199,1.454,27.105,1.855,0.448,0.749,30.819,1.089,0.572,0.024,53.580,23.203,1.500
2019-03-20,3.713,7.306,1.199,1.454,27.109,1.847,0.447,0.749,30.822,1.089,0.569,0.024,53.740,23.201,1.496
2019-03-21,3.711,7.311,1.199,1.454,27.113,1.839,0.446,0.748,30.824,1.088,0.567,0.024,55.050,23.200,1.492
2019-03-22,3.709,7.315,1.199,1.454,27.118,1.830,0.444,0.748,30.827,1.088,0.564,0.024,54.870,23.198,1.489
2019-03-25,3.708,7.319,1.199,1.454,27.122,1.822,0.443,0.747,30.829,1.087,0.561,0.024,54.990,23.196,1.485
2019-03-26,3.706,7.323,1.199,1.454,27.126,1.814,0.442,0.747,30.832,1.087,0.559,0.024,56.000,23.194,1.481
2019-03-27,3.705,7.327,1.198,1.453,27.130,1.805,0.441,0.746,30.834,1.086,0.556,0.024,55.960,23.192,1.478
2019-03-28,3.703,7.332,1.198,1.453,27.134,1.797,0.439,0.746,30.837,1.086,0.553,0.024,56.650,23.190,1.474
2019-03-29,3.702,7.336,1.198,1.453,27.138,1.788,0.438,0.745,30.839,1.085,0.551,0.024,56.300,23.188,1.470
2019-03-31,3.700,7.340,1.198,1.453,27.142,1.780,0.437,0.745,30.842,1.085,0.548,0.024,56.385,23.186,1.467
2019-04-01,3.695,7.352,1.197,1.452,27.146,1.777,0.438,0.744,30.840,1.084,0.547,0.024,56.470,23.188,1.463
2019-04-02,3.690,7.365,1.197,1.451,27.149,1.774,0.438,0.743,30.839,1.084,0.546,0.024,56.580,23.190,1.458
2019-04-03,3.684,7.377,1.196,1.450,27.153,1.772,0.439,0.742,30.837,1.083,0.546,0.024,56.480,23.193,1.453
2019-04-04,3.679,7.390,1.195,1.450,27.156,1.769,0.440,0.741,30.835,1.083,0.545,0.024,56.760,23.195,1.449
2019-04-05,3.674,7.402,1.194,1.449,27.160,1.766,0.440,0.740,30.833,1.082,0.544,0.024,57.050,23.197,1.444
2019-04-08,3.669,7.415,1.194,1.448,27.163,1.763,0.441,0.739,30.832,1.082,0.543,0.024,56.640,23.199,1.439
2019-04-09,3.663,7.428,1.193,1.447,27.167,1.760,0.442,0.738,30.830,1.081,0.542,0.024,56.360,23.201,1.434
2019-04-10,3.658,7.440,1.192,1.446,27.170,1.758,0.442,0.737,30.828,1.081,0.541,0.024,57.090,23.203,1.429
2019-04-11,3.653,7.452,1.192,1.445,27.174,1.755,0.443,0.736,30.827,1.080,0.541,0.024,56.870,23.206,1.425
2019-04-12,3.648,7.465,1.191,1.444,27.177,1.752,0.444,0.735,30.825,1.080,0.540,0.024,57.270,23.208,1.420
2019-04-15,3.642,7.478,1.190,1.443,27.181,1.749,0.444,0.734,30.823,1.079,0.539,0.024,56.960,23.210,1.415
2019-04-16,3.637,7.490,1.190,1.443,27.185,1.746,0.445,0.733,30.822,1.079,0.538,0.024,54.670,23.212,1.410
